auction_id,RoR,STR,BPL,lots,product_types,avg_start_bid,avg_reserve,auction_mech,country
156,0.8223192545591773,0.8021434125895043,4.8,5,1,0,8288.83193359375,SealedBid,BE
157,0.9742143873072161,0.1337954222589298,10.072727272727272,55,0.6545454545454545,0,18035.606898082387,EnglishForward,TR
158,1.0196783085229821,0.6014277140137445,6.894736842105263,76,0.868421052631579,0,10325.671052631578,SealedBid,FR
159,0.8819116190032468,1,5.1,20,0.95,0,11734.640600585937,EnglishForward,DE
160,0.872009598160324,1,4.576923076923077,78,0.5769230769230769,0,7078.456245617989,EnglishForward,PL
161,0.9710401190800784,0.42619743805668675,4.081081081081081,37,0.3783783783783784,0,6066.549461570946,EnglishForward,RO
162,0.9737892712094591,0.16500908570697997,5.491228070175438,57,0.5087719298245614,0,9644.431871916118,SealedBid,BR
163,1.1876672479920587,0.21380498640267684,2.3076923076923075,15,0.6666666666666666,0,5836.522607421875,SealedBid,IN
164,0.9960552285730412,1,1,1,1,0,26437.2890625,SealedBid,BE
165,0,0,0,1,1,0,9415,FixedPrice,RO
166,1.0303647968524938,0.22079750676568816,2.5405405405405403,108,0.7592592592592593,0.9683674644195942,13231.966751663773,EnglishForward,PT
167,1,1,1,1,1,0,200,FixedPrice,EU
168,1.0041883167949406,0.47427530733039913,5.857142857142857,84,0.8571428571428571,0,7844.047619047619,EnglishForward,EU
169,1,0.6379833974488763,1,25,1,0,9878,FixedPrice,BE
170,0.9124375797395587,1,5.863636363636363,44,0.75,0,7615.0796897194605,EnglishForward,PL
171,1,1,1,1,1,0,1000,FixedPrice,EU
172,1,0.7916666666666666,1,6,0.8333333333333334,0,14800,FixedPrice,EU
173,1.818691488779067,0.6721269475565306,5.6,5,1,0,6640.80205078125,SealedBid,IN
174,1.1631989059084689,1,3.8333333333333335,6,0.8333333333333334,0,4962.9630126953125,EnglishForward,CZ
175,0,0,3,3,1,0,4500.53125,SealedBid,IN
176,0,0,2.4285714285714284,7,0.2857142857142857,0,8335.714285714286,EnglishForward,EU
177,1.175892857142857,0.4594594594594595,1,4,1,0,3700,SealedBid,FR
178,0.9680807003396762,1,11.2,10,1,0,10315.026904296876,EnglishForward,ES
179,1.22634287254556,1,11.2,10,1,0,5916.762963867188,EnglishForward,ES
180,1.3487619172934866,0.3670671482241887,1.8888888888888888,25,0.44,0,9090.714578857422,SealedBid,HU
181,0.7797753718273359,0.3231872085900301,2.5454545454545454,22,0.36363636363636365,0,6879.639093572443,EnglishForward,RO
182,1.0905294851744285,0.9463974071303914,5.662337662337662,77,0.8571428571428571,0,10418.181818181818,EnglishForward,AT
183,1.0135398982292547,1,1,1,1,0,21404.189453125,SealedBid,BE
184,0.9383251628275384,0.8838958031615864,5.4,40,0.9,0,11558.0447265625,EnglishForward,DE
185,0.7379863436555693,1,1,15,0.13333333333333333,0,7725.441373697917,FixedPrice,LU
186,0.9631071792871543,0.5150115473441108,1,43,0.9534883720930233,0,8055.813953488372,FixedPrice,EU
187,0.84465385420862,0.5160851909892769,1.3333333333333333,12,1,0.8669025940891347,6879.6991780598955,EnglishForward,ES
188,0.8959547533693756,0.6970004575900703,1,33,0.9393939393939394,0,9091.641838304924,FixedPrice,EU
189,0.9626597809387928,0.7358353104229348,3,13,1,0.919994075981702,7177.763070913462,EnglishForward,ES
190,0.9964394959832573,0.7172921502621588,1,13,1,0,12217.015399639424,FixedPrice,PT
191,0.9081083774324897,1,5.190476190476191,63,0.746031746031746,0,7417.696936228918,EnglishForward,PL
192,0.960664803465514,0.2255013861543475,9.933333333333334,45,0.6666666666666666,0,18396.830338541666,EnglishForward,TR
193,0.9422642907002777,0.23796363681123014,8.955555555555556,45,0.5555555555555556,0,19351.511957465278,EnglishForward,TR
194,1.1425653059301222,1,5.666666666666667,6,1,0,5037.7717692057295,EnglishForward,CZ
195,1.312886721713002,0.44036697247706424,3.625,60,0.7166666666666667,1,5268.333333333333,EnglishForward,EU
196,1.176306995860032,1,8.941176470588236,17,0.6470588235294118,0,5576.928761201746,EnglishForward,EU
197,1.0405445177443247,0.10799717149151296,3.3333333333333335,15,0.6,0,5399.659163411458,SealedBid,IN
198,1.027424848245411,0.5770521882868356,7.158333333333333,120,0.8083333333333333,0,10309.625,SealedBid,FR
199,0.8213793203070174,0.5510418542889141,1,15,0.26666666666666666,0,6829.134016927083,FixedPrice,RO
200,0.9167676588144408,1,4.023255813953488,43,0.7209302325581395,0,9293.500931140989,EnglishForward,SK
201,1,0.638996138996139,1,3,1,0,17266.666666666668,FixedPrice,PT
202,1.2474079539885612,1,4.5,10,0.9,0,3133.3939819335938,EnglishForward,CZ
203,1,0.1623428724257823,1,102,0.28431372549019607,0,3665.6862745098038,FixedPrice,IT
204,0.9022737781657642,0.2491824228166478,1,37,0.08108108108108109,0,4652.8378378378375,FixedPrice,EU
205,0.8506340418194301,1,7.428571428571429,14,0.6428571428571429,0,6816.271414620535,EnglishForward,ES
206,0.9727882953991417,0.3730921424533635,1,28,0.6785714285714286,0,6317.857142857143,FixedPrice,EU
207,0.8674442832744804,1,7.571428571428571,14,0.6428571428571429,0,6666.2529296875,EnglishForward,ES
208,1,0.30013106159895153,1,6,0.8333333333333334,0,12716.666666666666,FixedPrice,EU
209,0.5701022902598276,0.8471223615863993,2.25,6,1,0.28922010882875887,11113.969116210938,EnglishForward,CZ
210,1,0.8179487179487179,1,57,0.017543859649122806,0,684.2105263157895,FixedPrice,EU
211,1,1,1,3,1,0,17666.666666666668,FixedPrice,EU
212,0.9408687513901522,0.7556641882522601,3.1,14,1,0.9168637943577908,6928.085100446428,EnglishForward,ES
213,0.9065049328439163,0.5095467670441931,1.625,14,1,0.8893112234343252,6442.715733119419,EnglishForward,ES
214,0.7049608281186184,0.21078701035459463,1,6,0.8333333333333334,0,4228.27160135905,SealedBid,IN
215,1,0.7605263157894737,1,5,1,0,15200,FixedPrice,PT
216,0.9914497000513731,0.979320773223262,3.683333333333333,62,0.5806451612903226,0,8287.887096774193,EnglishForward,GR
217,0.8614585452552255,1,3.4285714285714284,21,0.6666666666666666,0,10696.052955264136,EnglishForward,EU
218,0.9811176825303439,0.08803761068747358,1.1428571428571428,104,0.7788461538461539,0.992746005011374,16077.841059758113,EnglishForward,PT
219,1,0.17505133470225873,1,9,0.7777777777777778,0,21644.444444444445,FixedPrice,EU
220,1.1516102906125858,0.41637913537649685,3.2666666666666666,130,0.6230769230769231,1,7580,EnglishForward,IT
221,0.7143877168973769,0.6216643022028587,4,20,0.65,0,6059.43349609375,SealedBid,BE
222,1,0.7298657718120806,1,5,1,0,11920,FixedPrice,PT
223,1.051677597983296,1,4.45,20,0.7,0,5501.431774902344,EnglishForward,CZ
224,1.1564285554613536,0.5650358834149249,5.571428571428571,77,0.8051948051948052,0,9540.092872520547,EnglishForward,EU
225,0.9819496120771948,0.35302457466918713,1,29,0.8620689655172413,0,7296.551724137931,FixedPrice,EU
226,0,0,3,4,0.75,0,6912.5,EnglishForward,EU
227,1,0.5696177460883344,1,27,0.8148148148148148,0,9350,FixedPrice,BE
228,1.4068957713493826,0.34958875802785044,1.564102564102564,45,0.35555555555555557,0,8781.368071153429,SealedBid,HU
229,1.014883721727792,0.24169765365085044,1.5151515151515151,106,0.6415094339622641,0.9866707756435333,13450.156696823407,EnglishForward,PT
230,1.0485472905181459,1,1.4866666666666666,150,0.72,0,10492,SealedBid,NL
231,0.9317241379310345,1,3,1,1,0,14500,SealedBid,IE
232,1,0.4425385934819897,1,85,0.011764705882352941,0,685.8823529411765,FixedPrice,EU
233,1,0.6648211243611585,1,31,0.8709677419354839,0,7574.193548387097,FixedPrice,EU
234,0.9508776047821464,0.6507196706804849,6.7924528301886795,53,0.7735849056603774,0,10796.571878685141,SealedBid,BE
235,1.0018144122400834,0.9595984329089128,5.647058823529412,34,0.8823529411764706,0,12011.764705882353,SealedBid,IE
236,0.8851631333197831,1,5.7368421052631575,76,0.5657894736842105,0,7512.344575580798,EnglishForward,PL
237,1.2877841265376215,0.5657633902314246,1.5714285714285714,8,0.375,0,4438.262878417969,SealedBid,IN
238,1.3422084359100956,0.9118511420004222,6.6,80,0.6625,0,17039.030794525148,SealedBid,NO
239,0.9954115814631587,1,1,3,0.6666666666666666,0,16482.309895833332,SealedBid,BE
240,0.9666286395118048,1,8,3,1,0,6857.882161458333,EnglishForward,CZ
241,1.0020117035778795,0.45948356995981143,5.445454545454545,110,0.7545454545454545,0,10190.59090909091,SealedBid,FR
242,1.0302734862311518,0.632163240684887,8.481012658227849,80,0.7875,0,21551,SealedBid,FR
243,0.9327945460008706,0.5858920706195285,2.6,9,1,0.6483135113752555,8510.043511284723,EnglishForward,CZ
244,1.0178468843882047,0.5904814992412281,9.947368421052632,77,0.8311688311688312,0,11835.597402597403,SealedBid,FR
245,1.0330095763986755,0.7788845885413362,11.24,50,0.72,0,6304.4,SealedBid,FR
246,1.0610428133885614,1,7.916666666666667,12,1,0,7347.349141438802,EnglishForward,ES
247,1.0155773833489516,1,10,11,0.8181818181818182,0,7852.684525923295,EnglishForward,ES
248,0.8231300536476229,0.6310613565788262,1.2,14,1,0.8084782465011661,6802.489955357143,EnglishForward,ES
249,0.9301830782542703,0.5964245035351776,2.7142857142857144,12,1,0.8861377246788082,7306.916605631511,EnglishForward,ES
250,0.8117458587612766,0.4017815150522769,2.5,12,1,0.791510981081613,6668.1141357421875,EnglishForward,ES
251,1.0202668835734927,0.10431034260096121,1.4545454545454546,114,0.7982456140350878,0.9929172000975824,15602.837894908169,EnglishForward,PT
252,0.9383527173040673,0.8662670119503456,4.1,60,0.5333333333333333,0,12259.833424886068,EnglishForward,NO
253,0.8672606135293329,0.9845369537235592,4.324324324324325,37,0.3783783783783784,0,5472.663983319257,EnglishForward,PL
254,0.9195768191564417,1,3.725,40,0.825,0,11821.751022338867,EnglishForward,DE
255,0,0,0,1,1,0,8800,FixedPrice,BE
256,0.9593151999069397,0.40301648544370394,1,71,0.7746478873239436,0,8030.985915492958,FixedPrice,EU
257,1,1,1,7,1,0,12071.42857142857,FixedPrice,PT
258,0.9883678953573839,0.4051328383026488,4.083333333333333,12,0.6666666666666666,0,5751.125325520833,SealedBid,IN
259,0.9578787652851898,0.82355247875389,9.183673469387756,49,0.6938775510204082,0,21367.29587850765,EnglishForward,TR
260,0,0,2,5,0.8,0,9360,EnglishForward,EU
261,0.6034019391068819,0.33793661732993147,0,3,0.3333333333333333,0,20586.1015625,EnglishForward,EU
262,1.3524497468127814,1,5,4,1,0,5681.3543701171875,EnglishForward,CZ
263,0.9777639786687059,0.2491605104096709,1,25,0.88,0,5956,FixedPrice,EU
264,1.0374289622463124,0.07072475822717171,1.375,105,0.7523809523809524,0.9952947828452512,14272.130092075893,EnglishForward,PT
265,1.1828408275098163,1,3.3,40,0.8,0,11455.742785644532,EnglishForward,DE
266,1,0.41509433962264153,1,3,1,0,3533.3333333333335,FixedPrice,EU
267,1,0.5454545454545454,1,2,1,0,11000,FixedPrice,EU
268,1,0.5586982450161867,1,33,0.9393939393939394,0,8892.424242424242,FixedPrice,BE
269,0,0,0,1,1,1,20100,EnglishForward,ES
270,1,0.8467552775605942,1,8,1,0,15987.5,FixedPrice,PT
271,0,0,0,1,1,0,4794.35498046875,FixedPrice,EU
272,0.8979754885747703,1,5.666666666666667,30,0.9666666666666667,0,13187.989453125,EnglishForward,DE
273,1.024486310657861,0.16222645002243527,2.0689655172413794,111,0.8288288288288288,0.9953660787538122,14044.237832559122,EnglishForward,PT
274,1.3627130552920432,1,8,4,1,0,4243.513488769531,EnglishForward,CZ
275,1,0.3783783783783784,1,105,0.009523809523809525,0,599.047619047619,FixedPrice,EU
276,1,0.5,1,104,0.009615384615384616,0,663.4615384615385,FixedPrice,EU
277,1,0.508274231678487,1,21,0.9523809523809523,0,9064.285714285714,FixedPrice,BE
278,0.9041790241445552,0.8917709666095595,3.642857142857143,28,0.6785714285714286,0,6962.747471400669,SealedBid,BE
279,0.964021163691929,0.515340657685728,1,5,1,0,10935.516015625,FixedPrice,PT
280,0.9942900703485326,0.6120687118350377,5.311111111111111,90,0.45555555555555555,0,10137.150130208332,SealedBid,BR
281,0.9629286886710468,0.014028278419223647,9.755555555555556,45,0.7333333333333333,0,28986.78107638889,EnglishForward,TR
282,0.7546352713758031,1,1.7777777777777777,9,0.7777777777777778,0.05486884373626286,18993.85177951389,EnglishForward,CZ
283,1.0018180198967372,0.16916144384696044,1.65,108,0.7685185185185185,0.9889481155581318,15668.250013563367,EnglishForward,PT
284,1.1296547852404721,0.7933229254233217,3.3947368421052633,111,0.7027027027027027,1,7501.801801801802,EnglishForward,IT
285,0.9635780499374184,0.2150233583844843,9.057692307692308,52,0.6923076923076923,0,21365.94489933894,EnglishForward,TR
286,1,0.8348387096774194,1,5,1,0,15500,FixedPrice,PT
287,0.6981374016437797,1,0.9047619047619048,21,0.09523809523809523,0,7737.103794642857,FixedPrice,LU
288,1.1908131499259558,0.31912128392901123,2.4,5,0.8,0,7580.5291748046875,SealedBid,IN
289,1.0610912657713794,0.5141156309190944,2.3285714285714287,137,0.8029197080291971,1,8092.700729927007,EnglishForward,IT
290,1.3119358332513924,1,1,3,0.3333333333333333,0,3928.89697265625,SealedBid,IN
291,0.9809692794767422,0.6414956857650003,1,23,0.8260869565217391,0,10745.125679347826,FixedPrice,BE
292,1.296496739603538,0.6178377245886837,8.448979591836734,49,0.8775510204081632,0,10052.115081164302,SealedBid,BE
293,1,0.7263803680981595,1,7,1,0,11642.857142857143,FixedPrice,PT
294,0,0,0,4,1,0,6837.187561035156,SealedBid,IN
295,0.8658431724749093,0.49475691689969964,2.142857142857143,7,0.8571428571428571,0,6337.74054827009,SealedBid,IN
296,1,0.8009478672985783,1,4,0.75,0,5275,FixedPrice,BE
297,1.1503114068395799,0.44260268362412314,6.927272727272728,57,0.8596491228070176,0,9853.735929790297,SealedBid,BE
298,1.2400397133430523,1,5,4,1,0,11117.410217285156,EnglishForward,CZ
299,1.0334796861035485,0.22675739300186834,2.2857142857142856,112,0.8125,0.9933812546343511,14298.674996512276,EnglishForward,PT
300,1.919916601216389,1,5.461538461538462,13,0.7692307692307693,0,4181.250600961538,EnglishForward,CZ
301,0.8457707553186096,1,3.2,20,0.75,0.11262852831063766,14958.844195556641,EnglishForward,CZ
302,1.096992201064899,1,5.15,20,0.9,0,5526.964782714844,EnglishForward,CZ
303,1,0.6306650971159505,1,20,0.85,0,8495,FixedPrice,BE
304,1.0274088644390875,1,5.642857142857143,28,0.5357142857142857,0,5536.190455845424,EnglishForward,PL
305,0.9387577803067934,0.8292281678290825,1,5,1,0,11243.07197265625,FixedPrice,PT
306,1,0.2498406628425749,1,40,0.4,0,3922.5,FixedPrice,IT
307,1.0548478006760753,0.30164351765584446,3.0961538461538463,120,0.75,0.9955966395482077,13328.724755859375,EnglishForward,PT
308,0.6361801287138574,1,0,1,1,0,4863.015625,SealedBid,IN
309,1.0180682975059951,1,1,3,0.6666666666666666,0,23192.693359375,SealedBid,BE
310,0,0,1,1,1,0,12290.640625,SealedBid,IN
311,0.9710541397849276,1,6.333333333333333,3,0.6666666666666666,0,6246.610677083333,EnglishForward,CZ
312,0.9713328531942892,0.641802963333454,6.625,16,0.6875,0,6255.2862548828125,SealedBid,BE
313,0.9998593126407452,0.360454123484475,1.5714285714285714,105,0.7523809523809524,0.9916025923909739,13767.147160993303,EnglishForward,PT
314,1.104879360382509,0.5937865374979121,3.142857142857143,104,0.6634615384615384,1,5756.7307692307695,EnglishForward,IT
315,1.1298825810776814,1,7,8,0.875,0,5909.283264160156,EnglishForward,CZ
316,1.022888069149883,1,1,2,1,0,20920.9833984375,SealedBid,IN
317,1.0679185086194178,0.7863071519695084,8.257425742574258,101,0.6237623762376238,0,6286.435643564357,SealedBid,FR
318,0.9362853893610475,0.6810975382039716,2.392857142857143,44,0.8863636363636364,0.8973638025637082,7715.933629816229,EnglishForward,ES
319,0.9975429145221942,0.11335863246810993,1.3157894736842106,106,0.7830188679245284,0.993098750175956,15213.03688826651,EnglishForward,PT
320,1.1513939164966183,1,8.392857142857142,28,0.6071428571428571,0,7598.636439732143,EnglishForward,PL
321,1.013267133041546,0.1803295839778669,1.5,116,0.6896551724137931,0.9918976893013347,12711.248450969828,EnglishForward,PT
322,1.0920514409076052,0.5492753623188406,2.8780487804878048,97,0.6082474226804123,1,4979.381443298969,EnglishForward,IT
323,0.7817694045241205,0.4926378796171497,4,4,1,0.16835384777203521,13687.552490234375,EnglishForward,CZ
324,1.0020119606618003,0.5655491675727763,8.006711409395972,149,0.738255033557047,0,10307.852348993289,SealedBid,FR
325,1.0298058512180976,0.6423077112943308,2.5555555555555554,30,0.8333333333333334,0.9987105938193247,11061.649332682291,EnglishForward,DE
326,1.0375269181197955,0.3639784946236559,2.1666666666666665,64,0.6875,1,5812.5,EnglishForward,EU
327,0.9132722044065646,0.544084726977757,2.5238095238095237,36,0.9166666666666666,0.8703260001517977,8697.163587782117,EnglishForward,ES
328,1.0243651239704166,0.5315707079492086,6.768115942028985,69,0.7536231884057971,0,8331.884057971014,EnglishForward,EU
329,1.2496373453907144,1,4.7,30,0.8333333333333334,0,11533.675710042318,EnglishForward,DE
330,1.1453713743085703,0.990023942537909,6.222222222222222,72,0.7777777777777778,0,10441.666666666666,EnglishForward,AT
331,1.0322334680520315,0.291475625916892,3.511111111111111,125,0.776,0.9856462347814995,13545.54534765625,EnglishForward,PT
332,1,0.5427457861692327,1,7,1,0,10818.008579799107,FixedPrice,PT
333,1.5646843880293786,1,5.625,40,0.875,0,12502.792753601074,EnglishForward,DE
334,0.7750934343971507,0.9494310998735778,2.3,20,0.45,0,4943.75,SealedBid,IE
335,1.063564814814815,0.11017597551644988,2.24,25,0.88,0,10456,EnglishForward,EU
336,0.9544587588531096,0.9531696736665681,2.8,16,1,0.8144376809600415,12678.75,EnglishForward,IE
337,1.0375811814095133,0.12253444803339092,2.090909090909091,122,0.7131147540983607,0.9936692175764679,15564.210735383582,EnglishForward,PT
338,1.027243679251781,0.209951741052812,1.9655172413793103,117,0.6923076923076923,0.9936434977917253,14967.616674178686,EnglishForward,PT
339,1,0.5811844715216775,1,21,0.9523809523809523,0,8402.380952380952,FixedPrice,BE
340,0.9565033388285077,0.5734560797851938,1,43,1,0,6062.790697674419,FixedPrice,EU
341,0.8563089069525665,0.5849160839712548,8.6875,48,0.75,0,10927.542877197266,SealedBid,BE
342,1.120703361374956,1,7.1,10,0.9,0,7399.09306640625,EnglishForward,CZ
343,0.9533792361361942,0.42323768574508946,1,40,0.825,0,9500.623779296875,FixedPrice,EU
344,1.0811106864575812,0.9444932730548534,5.12,100,0.62,0,16445.71289916992,SealedBid,NO
345,0.9795618391762823,0.22181670721816707,1,42,0.7380952380952381,0,5871.428571428572,FixedPrice,EU
346,1,0.29680998613037446,1,8,1,0,9012.5,FixedPrice,BE
347,0.9927733478479647,0.9293495554730281,1,13,1,0,14807.463040865385,FixedPrice,PT
348,1.012887241544559,0.2603092798273518,11.709090909090909,55,0.6,0,20730.003178267045,EnglishForward,TR
349,1.034287632622136,0.15060881961322067,2.0384615384615383,113,0.6814159292035398,0.9942820170615938,12955.859033635232,EnglishForward,PT
350,1.0190824878539262,0.22772246777670202,1.7096774193548387,127,0.6220472440944882,0.996887378599386,12166.188580370324,EnglishForward,PT
351,1,0.5521267723102585,1,20,0.8,0,5995,FixedPrice,EU
352,1.0269192710980863,1,1,6,0.5,0,12900.336751302084,SealedBid,BE
353,1,0.045454545454545456,1,6,0.8333333333333334,0,3666.6666666666665,FixedPrice,EU
354,1,1,1,6,1,0,15433.333333333334,FixedPrice,PT
355,0.984162141299646,0.0662204149046799,8.10909090909091,55,0.7272727272727273,0,20282.359596946022,EnglishForward,TR
356,0,0,2,4,0.75,0,4325.819671630859,SealedBid,IN
357,0,0,7.083333333333333,12,0.25,0,14558.333333333334,EnglishForward,EU
358,0.6989120179725514,1,3,2,1,0,8440.044189453125,EnglishForward,CZ
359,0,0,0.021739130434782608,92,0.7391304347826086,0,14314.111888056215,EnglishForward,EU
360,1.1282381129754142,1,1,1,1,0,26946.439453125,SealedBid,BE
361,0.5996845570815275,1,0,1,1,0,933.8230590820312,EnglishForward,CH
362,1.0340531222113258,0.24692161442389193,2.210526315789474,135,0.8148148148148148,0.9978890793901167,13754.552448640046,EnglishForward,PT
363,1,0.6251569168968114,1,20,0.9,0,9957.5,FixedPrice,BE
364,1.0218651983006033,0.23601274787535412,6.241935483870968,62,0.7903225806451613,0,9109.677419354839,EnglishForward,EU
365,0.9369009149945906,0.6291129845747747,7.04,50,0.82,0,9306.499975585937,SealedBid,BE
366,1,0.5425827635942374,1,10,1,0,12772.24501953125,FixedPrice,PT
367,1.0317668927028714,0.6728843669250646,8.123893805309734,113,0.8053097345132744,0,10959.29203539823,SealedBid,FR
368,0.9650809278745571,0.15720858996938333,8.181818181818182,55,0.5818181818181818,0,18534.790305397728,EnglishForward,TR
369,0.823898847830044,0.6828619063598631,3.25,12,0.8333333333333334,0.23033918764059166,11333.940795898438,EnglishForward,CZ
370,0.9920516037619507,0.19465927661754723,4.5625,16,0.5625,0,15851.32763671875,EnglishForward,EU
371,1.0162720119538657,0.9818470366660329,8.10909090909091,110,0.6909090909090909,0,8558.081818181818,SealedBid,NL
372,1.164700064048246,0.6643098678143252,3.851063829787234,76,0.5131578947368421,1,4280.263157894737,EnglishForward,IT
373,0.9330352096499661,0.5339726344012257,3.875,30,0.9666666666666667,0.9005486024536233,7687.441943359375,EnglishForward,ES
374,0.9412866070508595,0.5969342204831352,3,30,1,0.9194384127066496,7828.986022949219,EnglishForward,ES
375,0.9210873891585575,0.633561799460099,2.380952380952381,30,0.9666666666666667,0.9010655466914972,8464.250325520834,EnglishForward,ES
376,0.9470898715216873,0.5927791872528635,2.75,29,0.9655172413793104,0.9200765594763275,8230.797599003232,EnglishForward,ES
377,0.9494493542292972,1,2,11,0.8181818181818182,0.9249844096303182,13525.83651455966,EnglishForward,ES
378,0.9876464615996801,0.3274478330658106,1,24,0.9583333333333334,0,7787.5,FixedPrice,EU
379,0.978104498394746,1,4.8,40,0.875,0,13428.805892944336,EnglishForward,DE
380,0.8694691612745491,0.9077838350126595,3.8095238095238093,21,0.5238095238095238,0,5696.764753069197,EnglishForward,RO
