alpha_country__0,alpha_country__1,alpha_country__2,alpha_country__3,alpha_country__4,alpha_country__5,alpha_country__6,alpha_country__7,alpha_country__8,alpha_country__9,alpha_country__10,alpha_country__11,alpha_country__12,alpha_country__13,alpha_country__14,alpha_country__15,alpha_country__16,alpha_country__17,alpha_country__18,alpha_country__19,alpha_country__20,alpha_country__21,alpha_country__22,alpha_country__23,alpha_country__24,alpha_auction_mech__0,alpha_auction_mech__1,alpha_start_bids__0,alpha_start_bids__1,beta_lots__0,beta_mean_res__0,beta_BPL__0,nu_log__,sigma_log__,nu,sigma
-0.311666174816,0.853026042105,0.288189113448,-0.586885680856,-0.807041335497,-0.499865053499,-0.559423625264,-0.653077986852,-0.158191851601,0.478448772811,0.500458614751,-0.970875048311,-0.586826388891,-0.0231432417517,8.90852914806e-05,-0.405125171047,-0.189793767505,-0.879479161421,-0.161209879271,-0.851839290156,-0.478793896513,0.566706887818,0.193342763632,0.553737620224,-0.200685269761,0.644071221418,0.292263387244,-0.270630680661,0.201039853522,0.372524646902,-0.221029094094,0.526747854376,1.92019000567,1.44628975614,6.8222546132,4.24732662727
-0.311666174816,0.853026042105,0.288189113448,-0.586885680856,-0.807041335497,-0.499865053499,-0.559423625264,-0.653077986852,-0.158191851601,0.478448772811,0.500458614751,-0.970875048311,-0.586826388891,-0.0231432417517,8.90852914806e-05,-0.405125171047,-0.189793767505,-0.879479161421,-0.161209879271,-0.851839290156,-0.478793896513,0.566706887818,0.193342763632,0.553737620224,-0.200685269761,0.644071221418,0.292263387244,-0.270630680661,0.201039853522,0.372524646902,-0.221029094094,0.526747854376,1.92019000567,1.44628975614,6.8222546132,4.24732662727
-0.351760971095,0.832426373279,0.31765263337,-0.584367301225,-0.816229671147,-0.487476259118,-0.555514835595,-0.641035851685,-0.164073087877,0.41309011973,0.511252542383,-0.945477533045,-0.589124678753,0.00703970546542,-0.0138550621277,-0.404143828364,-0.150648620384,-0.848893927924,-0.178195120938,-0.819526228019,-0.467154886302,0.58841365862,0.20551890694,0.561354467093,-0.190798044031,0.665098464076,0.339241158607,-0.219881989536,0.225567962815,0.337240322401,-0.252771861709,0.512040517844,1.93995988579,0.578873290103,6.95847183146,1.78402721681
-0.329508140829,0.823773025777,0.321875548557,-0.595122834749,-0.772727978889,-0.416875855307,-0.561345144417,-0.634304345387,-0.149814631709,0.416551359257,0.517192968357,-0.951654387147,-0.614918228603,-0.00724965155397,0.0105194270514,-0.38511777773,-0.142174676089,-0.855338414335,-0.175495951607,-0.81000345237,-0.486393406254,0.577779612656,0.18041349565,0.580116178485,-0.175700750493,0.736311201858,0.386775326372,-0.0822315393687,0.256655213732,0.271869460218,-0.200950974378,0.474624383283,1.95509835272,0.14169087098,7.06461381351,1.15222040871
-0.403246279633,0.750140353313,0.142780374757,-0.559285103241,-0.79719848657,-0.329236980005,-0.423464080111,-0.407004975865,-0.096611744995,0.291362340611,0.484645767036,-0.839626105146,-0.602158086069,-0.00491018493696,0.0704319890757,-0.199739610852,-0.221538251061,-0.846157094166,-0.049345884091,-0.689477792023,-0.444533100615,0.167711498961,-0.0186605941387,0.479830879129,-0.210357173977,0.834543848681,0.572733791858,0.409156505053,0.265184900479,0.0627711437057,-0.135431029737,0.184559739702,2.03113574308,-1.78332997295,7.62273891729,0.168077520754
-0.400516312627,0.74652051004,0.146559446969,-0.56139180445,-0.795673798171,-0.3137069477,-0.4237680886,-0.407470462194,-0.0914679910156,0.277317438432,0.485460218683,-0.832165690304,-0.599632344585,-0.00198922616774,0.0664787689213,-0.196838266791,-0.233884961717,-0.843187304787,-0.0526207574994,-0.68521826608,-0.446975460594,0.165969583845,-0.0189471332806,0.485412957447,-0.210637487669,0.829818654734,0.571444047877,0.386704003877,0.283725864128,0.0252006681749,-0.0951913038551,0.121586004847,2.02022078355,-1.74285391652,7.53998945556,0.17502019416
-0.407241496586,0.745220573384,0.146872857401,-0.556959318864,-0.788513130192,-0.29180778461,-0.418003465298,-0.416935256631,-0.0831833272069,0.249928066661,0.474242699216,-0.833591208503,-0.596998314241,-0.00723862745548,0.0710092404974,-0.190534960675,-0.241038688018,-0.845724303048,-0.0506638630123,-0.673744503154,-0.447430236931,0.149017276685,-0.0250212791789,0.475772882831,-0.205251225766,0.823270332387,0.580938104633,0.371994876147,0.291296810405,-0.0461324786267,-0.0302491009537,0.0504713155048,2.02480727463,-1.70716385832,7.57465097656,0.181379481733
-0.407593315308,0.730990395955,0.132806983055,-0.545549178759,-0.791660695678,-0.282154359346,-0.412086486481,-0.399257121154,-0.0632135403522,0.245532719117,0.476981254528,-0.830837787858,-0.581764551746,-0.0170166459027,0.0699408006509,-0.177719351454,-0.227238278079,-0.845740133473,-0.0386077400879,-0.659609809648,-0.43722716406,0.124488328895,-0.0490428546042,0.465578192264,-0.200705580471,0.840608347825,0.577602823236,0.365729430999,0.302283721315,-0.0618597268932,-0.0383041339958,0.0498965702434,2.02610902416,-1.68500132008,7.58451769551,0.185444187155
-0.387805304649,0.662920348403,-0.00366484912212,-0.436624685521,-0.822649977584,-0.237080479565,-0.306964585405,-0.299587480429,0.0440134932702,0.0560874007631,0.349043879591,-0.740817907741,-0.547930068358,-0.0494406838841,0.0606960138908,-0.0812030502371,-0.175595951663,-0.835262866934,0.000724780453902,-0.485751695399,-0.394095360438,-0.152580913957,-0.168734572319,0.443764116943,-0.205131641678,0.821959665179,0.630659301728,0.371935975819,0.364195212458,0.00461095028253,-0.0100093070393,0.0121143514425,1.94975995549,-1.80849083038,7.02700058523,0.163901305116
-0.387805304649,0.662920348403,-0.00366484912212,-0.436624685521,-0.822649977584,-0.237080479565,-0.306964585405,-0.299587480429,0.0440134932702,0.0560874007631,0.349043879591,-0.740817907741,-0.547930068358,-0.0494406838841,0.0606960138908,-0.0812030502371,-0.175595951663,-0.835262866934,0.000724780453902,-0.485751695399,-0.394095360438,-0.152580913957,-0.168734572319,0.443764116943,-0.205131641678,0.821959665179,0.630659301728,0.371935975819,0.364195212458,0.00461095028253,-0.0100093070393,0.0121143514425,1.94975995549,-1.80849083038,7.02700058523,0.163901305116
